Name,Team,Position,Overall,Outside Scoring,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Athleticism,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Inside Scoring,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Playmaking,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Defending,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Rebounding,Offensive Rebound,Defensive Rebound,Intangibles,Potential,Total Attributes
Brodric Thomas,Boston Celtics,SF,69,76.47058823529412,81.17647058823529,85.88235294117646,82.3529411764706,82.3529411764706,70.58823529411765,58.8235294117647,83.52941176470588,82.3529411764706,82.3529411764706,51.76470588235294,95.29411764705883,94.11764705882354,84.70588235294117,94.11764705882354,63.529411764705884,81.17647058823529,52.94117647058823,88.23529411764706,40.0,49.411764705882355,52.94117647058823,47.05882352941177,100.0,69.41176470588235,67.05882352941177,81.17647058823529,74.11764705882354,70.58823529411765,51.76470588235294,70.58823529411765,63.529411764705884,82.3529411764706,62.35294117647059,80.0,90.58823529411765,80.0,63.529411764705884,41.1764705882353,51.76470588235294,43.529411764705884,60.0,88.23529411764706,83.52941176470588,"2,330"
Sam Hauser,Boston Celtics,SF,68,80.89887640449439,78.65168539325843,86.51685393258427,92.13483146067416,100.0,73.03370786516854,56.17977528089887,79.7752808988764,68.53932584269663,68.53932584269663,74.15730337078652,69.66292134831461,95.50561797752809,95.50561797752809,89.88764044943821,58.42696629213483,67.41573033707866,44.943820224719104,67.41573033707866,49.438202247191015,50.561797752808985,50.561797752808985,39.325842696629216,95.50561797752809,55.056179775280896,56.17977528089887,48.31460674157304,61.79775280898876,67.41573033707866,42.69662921348315,53.93258426966292,53.93258426966292,61.79775280898876,35.95505617977528,55.056179775280896,69.66292134831461,58.42696629213483,49.438202247191015,50.561797752808985,56.17977528089887,52.80898876404494,58.42696629213483,56.17977528089887,82.02247191011236,"2,202"
Kevin Durant,Brooklyn Nets,SF,96,96.93877551020408,98.9795918367347,100.0,90.81632653061224,89.79591836734694,100.0,100.0,82.65306122448979,81.63265306122449,81.63265306122449,64.28571428571429,78.57142857142857,95.91836734693878,86.73469387755102,89.79591836734694,87.75510204081633,96.93877551020408,61.224489795918366,86.73469387755102,77.55102040816327,89.79591836734694,90.81632653061224,95.91836734693878,100.0,83.6734693877551,79.59183673469387,93.87755102040816,81.63265306122449,89.79591836734694,74.48979591836735,76.53061224489795,69.38775510204081,86.73469387755102,47.95918367346939,74.48979591836735,86.73469387755102,86.73469387755102,76.53061224489795,86.73469387755102,71.42857142857143,61.224489795918366,80.61224489795919,86.73469387755102,100.0,"3,156"
Bruce Brown Jr.,Brooklyn Nets,SF,77,78.94736842105263,91.57894736842105,80.0,68.42105263157895,77.89473684210526,78.94736842105263,78.94736842105263,85.26315789473684,80.0,82.10526315789474,78.94736842105263,84.21052631578948,96.84210526315789,84.21052631578948,88.42105263157895,58.94736842105263,84.21052631578948,31.57894736842105,73.6842105263158,29.473684210526315,35.78947368421053,44.21052631578947,68.42105263157895,100.0,72.63157894736842,83.15789473684211,81.05263157894737,77.89473684210526,78.94736842105263,41.05263157894737,71.57894736842105,61.05263157894737,81.05263157894737,58.94736842105263,58.94736842105263,81.05263157894737,83.15789473684211,78.94736842105263,68.42105263157895,71.57894736842105,70.52631578947368,71.57894736842105,100.0,82.10526315789474,"2,656"
Joe Harris,Brooklyn Nets,SF,76,91.57894736842105,95.78947368421052,84.21052631578948,94.73684210526316,81.05263157894737,100.0,94.73684210526316,75.78947368421052,72.63157894736842,72.63157894736842,42.10526315789474,70.52631578947368,94.73684210526316,89.47368421052632,87.36842105263158,51.578947368421055,69.47368421052632,26.31578947368421,47.36842105263158,31.57894736842105,50.526315789473685,33.68421052631579,57.89473684210526,92.63157894736842,67.36842105263158,75.78947368421052,76.84210526315789,70.52631578947368,77.89473684210526,37.89473684210526,55.78947368421053,35.78947368421053,69.47368421052632,38.94736842105263,42.10526315789474,72.63157894736842,61.05263157894737,66.3157894736842,57.89473684210526,45.26315789473684,37.89473684210526,52.63157894736842,100.0,83.15789473684211,"2,419"
Cameron Thomas,Brooklyn Nets,SF,71,85.05747126436782,85.05747126436782,86.20689655172414,87.35632183908046,100.0,80.45977011494253,68.96551724137932,85.05747126436782,88.50574712643679,88.50574712643679,62.06896551724138,90.80459770114942,98.85057471264368,74.71264367816092,91.95402298850574,74.71264367816092,88.50574712643679,57.47126436781609,86.20689655172414,66.66666666666667,80.45977011494253,51.724137931034484,80.45977011494253,85.05747126436782,66.66666666666667,67.816091954023,89.65517241379311,80.45977011494253,59.770114942528735,34.48275862068966,58.62068965517241,47.12643678160919,67.816091954023,50.57471264367816,34.48275862068966,86.20689655172414,67.816091954023,66.66666666666667,45.97701149425287,39.08045977011494,34.48275862068966,42.52873563218391,68.96551724137932,93.10344827586206,"2,382"
Kessler Edwards,Brooklyn Nets,SF,69,83.75,87.5,90.0,98.75,100.0,75.0,50.0,80.0,90.0,90.0,96.25,87.5,100.0,93.75,,73.75,85.0,75.0,81.25,62.5,62.5,62.5,56.25,100.0,67.5,62.5,80.0,73.75,80.0,40.0,72.5,73.75,78.75,50.0,63.75,87.5,83.75,82.5,56.25,62.5,60.0,63.75,50.0,,"2,184"
Miles Bridges,Charlotte Hornets,SF,83,86.17021276595744,87.23404255319149,58.51063829787234,87.23404255319149,91.48936170212765,100.0,90.42553191489361,84.04255319148936,79.7872340425532,76.59574468085107,77.65957446808511,87.23404255319149,93.61702127659575,79.7872340425532,90.42553191489361,78.72340425531915,84.04255319148936,63.829787234042556,96.80851063829788,62.765957446808514,63.829787234042556,85.1063829787234,85.1063829787234,84.04255319148936,69.14893617021276,70.2127659574468,80.85106382978724,75.53191489361703,73.40425531914893,45.744680851063826,61.702127659574465,63.829787234042556,62.765957446808514,40.42553191489362,71.27659574468085,80.85106382978724,65.95744680851064,62.765957446808514,47.87234042553192,62.765957446808514,50.0,74.46808510638297,79.7872340425532,86.17021276595744,"2,686"
Gordon Hayward,Charlotte Hornets,SF,82,88.42105263157895,88.42105263157895,85.26315789473684,88.42105263157895,90.52631578947368,84.21052631578948,94.73684210526316,82.10526315789474,84.21052631578948,81.05263157894737,66.3157894736842,78.94736842105263,92.63157894736842,90.52631578947368,82.10526315789474,68.42105263157895,84.21052631578948,42.10526315789474,78.94736842105263,42.10526315789474,68.42105263157895,61.05263157894737,73.6842105263158,95.78947368421052,78.94736842105263,77.89473684210526,81.05263157894737,81.05263157894737,83.15789473684211,72.63157894736842,65.26315789473684,58.94736842105263,76.84210526315789,51.578947368421055,49.473684210526315,80.0,76.84210526315789,61.05263157894737,68.42105263157895,54.73684210526316,38.94736842105263,69.47368421052632,100.0,89.47368421052632,"2,727"
Kelly Oubre Jr.,Charlotte Hornets,SF,77,78.94736842105263,82.10526315789474,68.42105263157895,78.94736842105263,73.6842105263158,92.63157894736842,78.94736842105263,83.15789473684211,75.78947368421052,86.3157894736842,61.05263157894737,100.0,94.73684210526316,78.94736842105263,88.42105263157895,62.10526315789474,89.47368421052632,42.10526315789474,88.42105263157895,36.8421052631579,44.21052631578947,34.73684210526316,72.63157894736842,84.21052631578948,69.47368421052632,73.6842105263158,82.10526315789474,72.63157894736842,84.21052631578948,33.68421052631579,66.3157894736842,51.578947368421055,77.89473684210526,48.421052631578945,65.26315789473684,80.0,73.6842105263158,78.94736842105263,52.63157894736842,61.05263157894737,53.68421052631579,67.36842105263158,94.73684210526316,82.10526315789474,"2,589"
Jalen McDaniels,Charlotte Hornets,SF,74,73.46938775510205,78.57142857142857,71.42857142857143,78.57142857142857,72.44897959183673,76.53061224489795,61.224489795918366,75.51020408163265,74.48979591836735,74.48979591836735,61.224489795918366,74.48979591836735,81.63265306122449,81.63265306122449,81.63265306122449,63.265306122448976,68.36734693877551,61.224489795918366,66.3265306122449,63.265306122448976,69.38775510204081,60.204081632653065,51.02040816326531,69.38775510204081,57.142857142857146,56.12244897959184,63.265306122448976,70.40816326530613,60.204081632653065,36.734693877551024,53.06122448979592,60.204081632653065,56.12244897959184,43.87755102040816,62.244897959183675,61.224489795918366,56.12244897959184,51.02040816326531,35.714285714285715,58.16326530612245,52.04081632653061,64.28571428571429,100.0,76.53061224489795,"2,434"
Cody Martin,Charlotte Hornets,SF,74,77.77777777777777,82.22222222222223,63.333333333333336,78.88888888888889,64.44444444444444,100.0,77.77777777777777,80.0,64.44444444444444,64.44444444444444,64.44444444444444,83.33333333333333,94.44444444444444,100.0,88.88888888888889,62.22222222222222,91.11111111111111,27.77777777777778,83.33333333333333,61.111111111111114,48.888888888888886,42.22222222222222,61.111111111111114,83.33333333333333,70.0,71.11111111111111,77.77777777777777,63.333333333333336,76.66666666666667,60.0,65.55555555555556,53.333333333333336,68.88888888888889,70.0,58.888888888888886,73.33333333333333,74.44444444444444,72.22222222222223,55.55555555555556,65.55555555555556,63.333333333333336,67.77777777777777,66.66666666666667,82.22222222222223,"2,413"
Zach LaVine,Chicago Bulls,SF,88,89.79591836734694,86.73469387755102,92.85714285714286,87.75510204081633,86.73469387755102,86.73469387755102,100.0,83.6734693877551,85.71428571428571,85.71428571428571,44.89795918367347,98.9795918367347,100.0,86.73469387755102,84.6938775510204,72.44897959183673,94.89795918367346,61.224489795918366,96.93877551020408,44.89795918367347,59.183673469387756,38.775510204081634,85.71428571428571,96.93877551020408,81.63265306122449,78.57142857142857,88.77551020408163,82.65306122448979,83.6734693877551,72.44897959183673,55.10204081632653,50.0,66.3265306122449,38.775510204081634,52.04081632653061,72.44897959183673,65.3061224489796,45.91836734693877,51.02040816326531,48.97959183673469,35.714285714285715,61.224489795918366,91.83673469387755,90.81632653061224,"2,777"
DeMar DeRozan,Chicago Bulls,SF,88,88.77551020408163,93.87755102040816,94.89795918367346,68.36734693877551,90.81632653061224,86.73469387755102,100.0,87.75510204081633,83.6734693877551,83.6734693877551,74.48979591836735,89.79591836734694,100.0,86.73469387755102,92.85714285714286,79.59183673469387,88.77551020408163,56.12244897959184,85.71428571428571,66.3265306122449,79.59183673469387,88.77551020408163,71.42857142857143,95.91836734693878,80.61224489795919,76.53061224489795,84.6938775510204,81.63265306122449,80.61224489795919,78.57142857142857,64.28571428571429,51.02040816326531,74.48979591836735,41.83673469387755,40.816326530612244,77.55102040816327,75.51020408163265,83.6734693877551,66.3265306122449,44.89795918367347,35.714285714285715,54.08163265306123,71.42857142857143,88.77551020408163,"2,883"
Javonte Green,Chicago Bulls,SF,75,84.70588235294117,94.11764705882354,82.3529411764706,89.41176470588235,78.82352941176471,76.47058823529412,88.23529411764706,85.88235294117646,84.70588235294117,87.05882352941177,54.11764705882353,100.0,94.11764705882354,88.23529411764706,96.47058823529412,62.35294117647059,87.05882352941177,29.41176470588235,100.0,35.294117647058826,37.64705882352941,32.94117647058823,81.17647058823529,94.11764705882354,70.58823529411765,70.58823529411765,84.70588235294117,81.17647058823529,80.0,34.11764705882353,74.11764705882354,58.8235294117647,80.0,82.3529411764706,60.0,81.17647058823529,76.47058823529412,94.11764705882354,58.8235294117647,62.35294117647059,64.70588235294117,60.0,100.0,84.70588235294117,"2,434"
Patrick Williams,Chicago Bulls,SF,74,86.36363636363636,89.77272727272727,96.5909090909091,92.04545454545455,82.95454545454545,79.54545454545455,73.86363636363636,85.22727272727273,79.54545454545455,79.54545454545455,72.72727272727273,87.5,100.0,85.22727272727273,92.04545454545455,62.5,77.27272727272727,68.18181818181819,73.86363636363636,50.0,47.72727272727273,45.45454545454545,45.45454545454545,90.9090909090909,65.9090909090909,68.18181818181819,79.54545454545455,72.72727272727273,70.45454545454545,36.36363636363637,76.13636363636364,79.54545454545455,86.36363636363636,52.27272727272727,68.18181818181819,84.0909090909091,90.9090909090909,73.86363636363636,73.86363636363636,60.22727272727273,48.86363636363637,70.45454545454545,79.54545454545455,94.31818181818181,"2,499"
Derrick Jones Jr.,Chicago Bulls,SF,74,74.46808510638297,81.91489361702128,69.14893617021276,81.91489361702128,68.08510638297872,81.91489361702128,63.829787234042556,84.04255319148936,81.91489361702128,80.85106382978724,62.765957446808514,98.93617021276596,88.29787234042553,95.74468085106383,82.97872340425532,71.27659574468085,78.72340425531915,90.42553191489361,100.0,42.5531914893617,39.361702127659576,52.12765957446808,70.2127659574468,95.74468085106383,58.51063829787234,69.14893617021276,72.34042553191489,64.8936170212766,57.4468085106383,30.851063829787233,61.702127659574465,63.829787234042556,62.765957446808514,44.680851063829785,80.85106382978724,75.53191489361703,63.829787234042556,72.34042553191489,31.914893617021278,56.38297872340426,58.51063829787234,54.255319148936174,85.1063829787234,79.7872340425532,"2,515"
Alize Johnson,Chicago Bulls,SF,74,74.44444444444444,75.55555555555556,80.0,76.66666666666667,82.22222222222223,94.44444444444444,38.888888888888886,74.44444444444444,60.0,61.111111111111114,66.66666666666667,58.888888888888886,88.88888888888889,88.88888888888889,94.44444444444444,70.0,80.0,77.77777777777777,77.77777777777777,63.333333333333336,60.0,71.11111111111111,44.44444444444444,88.88888888888889,64.44444444444444,71.11111111111111,75.55555555555556,55.55555555555556,72.22222222222223,46.666666666666664,60.0,71.11111111111111,48.888888888888886,45.55555555555556,68.88888888888889,71.11111111111111,70.0,61.111111111111114,38.888888888888886,100.0,100.0,98.88888888888889,94.44444444444444,82.22222222222223,"2,432"
Troy Brown Jr.,Chicago Bulls,SF,71,78.82352941176471,91.76470588235294,81.17647058823529,78.82352941176471,83.52941176470588,81.17647058823529,52.94117647058823,85.88235294117646,82.3529411764706,83.52941176470588,68.23529411764706,81.17647058823529,100.0,94.11764705882354,95.29411764705883,70.58823529411765,82.3529411764706,35.294117647058826,82.3529411764706,63.529411764705884,69.41176470588235,63.529411764705884,76.47058823529412,94.11764705882354,75.29411764705883,88.23529411764706,90.58823529411765,71.76470588235294,88.23529411764706,38.8235294117647,70.58823529411765,56.470588235294116,84.70588235294117,42.35294117647059,58.8235294117647,91.76470588235294,84.70588235294117,83.52941176470588,64.70588235294117,67.05882352941177,54.11764705882353,80.0,58.8235294117647,87.05882352941177,"2,436"
Tyler Cook,Chicago Bulls,SF,71,72.94117647058823,90.58823529411765,78.82352941176471,35.294117647058826,56.470588235294116,96.47058823529412,82.3529411764706,88.23529411764706,81.17647058823529,78.82352941176471,77.6470588235294,91.76470588235294,94.11764705882354,94.11764705882354,98.82352941176471,71.76470588235294,70.58823529411765,88.23529411764706,82.3529411764706,67.05882352941177,58.8235294117647,58.8235294117647,58.8235294117647,84.70588235294117,60.0,49.411764705882355,75.29411764705883,57.64705882352941,76.47058823529412,38.8235294117647,52.94117647058823,69.41176470588235,47.05882352941177,41.1764705882353,29.41176470588235,57.64705882352941,64.70588235294117,64.70588235294117,47.05882352941177,82.3529411764706,82.3529411764706,82.3529411764706,100.0,83.52941176470588,"2,289"
Lauri Markkanen,Cleveland Cavaliers,SF,78,91.11111111111111,98.88888888888889,78.88888888888889,90.0,93.33333333333333,100.0,83.33333333333333,74.44444444444444,70.0,66.66666666666667,67.77777777777777,68.88888888888889,94.44444444444444,64.44444444444444,88.88888888888889,83.33333333333333,75.55555555555556,77.77777777777777,77.77777777777777,81.11111111111111,82.22222222222223,82.22222222222223,91.11111111111111,94.44444444444444,57.77777777777778,61.111111111111114,72.22222222222223,46.666666666666664,77.77777777777777,33.333333333333336,58.888888888888886,73.33333333333333,54.44444444444444,41.111111111111114,55.55555555555556,61.111111111111114,73.33333333333333,60.0,50.0,63.333333333333336,44.44444444444444,82.22222222222223,100.0,90.0,"2,524"
Isaac Okoro,Cleveland Cavaliers,SF,74,67.36842105263158,76.84210526315789,63.1578947368421,76.84210526315789,76.84210526315789,78.94736842105263,31.57894736842105,83.15789473684211,81.05263157894737,81.05263157894737,70.52631578947368,84.21052631578948,93.6842105263158,84.21052631578948,86.3157894736842,64.21052631578948,80.0,47.36842105263158,78.94736842105263,49.473684210526315,51.578947368421055,52.63157894736842,57.89473684210526,92.63157894736842,66.3157894736842,69.47368421052632,75.78947368421052,76.84210526315789,69.47368421052632,37.89473684210526,66.3157894736842,63.1578947368421,82.10526315789474,44.21052631578947,52.63157894736842,87.36842105263158,73.6842105263158,60.0,68.42105263157895,44.21052631578947,43.1578947368421,45.26315789473684,100.0,87.36842105263158,"2,501"
