Name,Team,Position,Overall,Outside Scoring,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Athleticism,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Inside Scoring,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Playmaking,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Defending,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Rebounding,Offensive Rebound,Defensive Rebound,Intangibles,Potential,Total Attributes
Sam Hauser,Boston Celtics,PF,68,80.89887640449439,78.65168539325843,86.51685393258427,92.13483146067416,100.0,73.03370786516854,56.17977528089887,79.7752808988764,68.53932584269663,68.53932584269663,74.15730337078652,69.66292134831461,95.50561797752809,95.50561797752809,89.88764044943821,58.42696629213483,67.41573033707866,44.943820224719104,67.41573033707866,49.438202247191015,50.561797752808985,50.561797752808985,39.325842696629216,95.50561797752809,55.056179775280896,56.17977528089887,48.31460674157304,61.79775280898876,67.41573033707866,42.69662921348315,53.93258426966292,53.93258426966292,61.79775280898876,35.95505617977528,55.056179775280896,69.66292134831461,58.42696629213483,49.438202247191015,50.561797752808985,56.17977528089887,52.80898876404494,58.42696629213483,56.17977528089887,82.02247191011236,"2,202"
Kevin Durant,Brooklyn Nets,PF,96,96.93877551020408,98.9795918367347,100.0,90.81632653061224,89.79591836734694,100.0,100.0,82.65306122448979,81.63265306122449,81.63265306122449,64.28571428571429,78.57142857142857,95.91836734693878,86.73469387755102,89.79591836734694,87.75510204081633,96.93877551020408,61.224489795918366,86.73469387755102,77.55102040816327,89.79591836734694,90.81632653061224,95.91836734693878,100.0,83.6734693877551,79.59183673469387,93.87755102040816,81.63265306122449,89.79591836734694,74.48979591836735,76.53061224489795,69.38775510204081,86.73469387755102,47.95918367346939,74.48979591836735,86.73469387755102,86.73469387755102,76.53061224489795,86.73469387755102,71.42857142857143,61.224489795918366,80.61224489795919,86.73469387755102,100.0,"3,156"
LaMarcus Aldridge,Brooklyn Nets,PF,79,88.42105263157895,87.36842105263158,94.73684210526316,83.15789473684211,88.42105263157895,100.0,73.6842105263158,71.57894736842105,45.26315789473684,48.421052631578945,91.57894736842105,65.26315789473684,78.94736842105263,84.21052631578948,84.21052631578948,82.10526315789474,73.6842105263158,73.6842105263158,72.63157894736842,91.57894736842105,93.6842105263158,91.57894736842105,65.26315789473684,96.84210526315789,51.578947368421055,57.89473684210526,44.21052631578947,40.0,73.6842105263158,44.21052631578947,65.26315789473684,77.89473684210526,50.526315789473685,36.8421052631579,75.78947368421052,54.73684210526316,81.05263157894737,73.6842105263158,68.42105263157895,55.78947368421053,42.10526315789474,69.47368421052632,31.57894736842105,91.57894736842105,"2,563"
Paul Millsap,Brooklyn Nets,PF,78,76.84210526315789,97.89473684210526,69.47368421052632,80.0,75.78947368421052,73.6842105263158,63.1578947368421,80.0,62.10526315789474,47.36842105263158,91.57894736842105,69.47368421052632,100.0,93.6842105263158,95.78947368421052,81.05263157894737,76.84210526315789,73.6842105263158,73.6842105263158,81.05263157894737,88.42105263157895,87.36842105263158,63.1578947368421,100.0,64.21052631578948,64.21052631578948,73.6842105263158,62.10526315789474,77.89473684210526,45.26315789473684,81.05263157894737,86.3157894736842,82.10526315789474,69.47368421052632,73.6842105263158,81.05263157894737,84.21052631578948,84.21052631578948,84.21052631578948,69.47368421052632,65.26315789473684,73.6842105263158,36.8421052631579,85.26315789473684,"2,749"
Blake Griffin,Brooklyn Nets,PF,76,76.53061224489795,83.6734693877551,45.91836734693877,80.61224489795919,75.51020408163265,100.0,71.42857142857143,82.65306122448979,69.38775510204081,72.44897959183673,86.73469387755102,86.73469387755102,96.93877551020408,76.53061224489795,89.79591836734694,75.51020408163265,79.59183673469387,86.73469387755102,81.63265306122449,75.51020408163265,75.51020408163265,77.55102040816327,42.857142857142854,86.73469387755102,72.44897959183673,76.53061224489795,78.57142857142857,67.34693877551021,75.51020408163265,66.3265306122449,58.16326530612245,74.48979591836735,60.204081632653065,41.83673469387755,52.04081632653061,66.3265306122449,71.42857142857143,40.816326530612244,56.12244897959184,56.12244897959184,41.83673469387755,69.38775510204081,81.63265306122449,80.61224489795919,"2,688"
Nicolas Claxton,Brooklyn Nets,PF,76,76.66666666666667,88.88888888888889,71.11111111111111,74.44444444444444,55.55555555555556,88.88888888888889,77.77777777777777,84.44444444444444,70.0,68.88888888888889,78.88888888888889,87.77777777777777,100.0,98.88888888888889,88.88888888888889,81.11111111111111,83.33333333333333,88.88888888888889,83.33333333333333,80.0,71.11111111111111,80.0,73.33333333333333,88.88888888888889,47.77777777777778,44.44444444444444,54.44444444444444,48.888888888888886,53.333333333333336,35.55555555555556,72.22222222222223,82.22222222222223,71.11111111111111,62.22222222222222,97.77777777777777,71.11111111111111,80.0,48.888888888888886,61.111111111111114,81.11111111111111,73.33333333333333,88.88888888888889,66.66666666666667,87.77777777777777,"2,544"
DeAndre’ Bembry,Brooklyn Nets,PF,74,75.55555555555556,95.55555555555556,61.111111111111114,71.11111111111111,76.66666666666667,83.33333333333333,66.66666666666667,81.11111111111111,77.77777777777777,77.77777777777777,66.66666666666667,80.0,94.44444444444444,83.33333333333333,91.11111111111111,71.11111111111111,86.66666666666667,50.0,83.33333333333333,44.44444444444444,56.666666666666664,66.66666666666667,80.0,100.0,81.11111111111111,83.33333333333333,86.66666666666667,74.44444444444444,91.11111111111111,67.77777777777777,76.66666666666667,57.77777777777778,83.33333333333333,82.22222222222223,64.44444444444444,82.22222222222223,77.77777777777777,94.44444444444444,66.66666666666667,56.666666666666664,46.666666666666664,65.55555555555556,72.22222222222223,82.22222222222223,"2,585"
James Johnson,Brooklyn Nets,PF,72,68.42105263157895,78.94736842105263,63.1578947368421,66.3157894736842,66.3157894736842,73.6842105263158,63.1578947368421,80.0,70.52631578947368,57.89473684210526,84.21052631578948,75.78947368421052,88.42105263157895,98.94736842105263,87.36842105263158,73.6842105263158,83.15789473684211,63.1578947368421,78.94736842105263,62.10526315789474,66.3157894736842,76.84210526315789,57.89473684210526,100.0,68.42105263157895,73.6842105263158,77.89473684210526,63.1578947368421,73.6842105263158,51.578947368421055,75.78947368421052,77.89473684210526,77.89473684210526,62.10526315789474,81.05263157894737,77.89473684210526,78.94736842105263,84.21052631578948,68.42105263157895,54.73684210526316,43.1578947368421,66.3157894736842,47.36842105263158,77.89473684210526,"2,609"
Kessler Edwards,Brooklyn Nets,PF,69,83.75,87.5,90.0,98.75,100.0,75.0,50.0,80.0,90.0,90.0,96.25,87.5,100.0,93.75,,73.75,85.0,75.0,81.25,62.5,62.5,62.5,56.25,100.0,67.5,62.5,80.0,73.75,80.0,40.0,72.5,73.75,78.75,50.0,63.75,87.5,83.75,82.5,56.25,62.5,60.0,63.75,50.0,,"2,184"
Miles Bridges,Charlotte Hornets,PF,83,86.17021276595744,87.23404255319149,58.51063829787234,87.23404255319149,91.48936170212765,100.0,90.42553191489361,84.04255319148936,79.7872340425532,76.59574468085107,77.65957446808511,87.23404255319149,93.61702127659575,79.7872340425532,90.42553191489361,78.72340425531915,84.04255319148936,63.829787234042556,96.80851063829788,62.765957446808514,63.829787234042556,85.1063829787234,85.1063829787234,84.04255319148936,69.14893617021276,70.2127659574468,80.85106382978724,75.53191489361703,73.40425531914893,45.744680851063826,61.702127659574465,63.829787234042556,62.765957446808514,40.42553191489362,71.27659574468085,80.85106382978724,65.95744680851064,62.765957446808514,47.87234042553192,62.765957446808514,50.0,74.46808510638297,79.7872340425532,86.17021276595744,"2,686"
Gordon Hayward,Charlotte Hornets,PF,82,88.42105263157895,88.42105263157895,85.26315789473684,88.42105263157895,90.52631578947368,84.21052631578948,94.73684210526316,82.10526315789474,84.21052631578948,81.05263157894737,66.3157894736842,78.94736842105263,92.63157894736842,90.52631578947368,82.10526315789474,68.42105263157895,84.21052631578948,42.10526315789474,78.94736842105263,42.10526315789474,68.42105263157895,61.05263157894737,73.6842105263158,95.78947368421052,78.94736842105263,77.89473684210526,81.05263157894737,81.05263157894737,83.15789473684211,72.63157894736842,65.26315789473684,58.94736842105263,76.84210526315789,51.578947368421055,49.473684210526315,80.0,76.84210526315789,61.05263157894737,68.42105263157895,54.73684210526316,38.94736842105263,69.47368421052632,100.0,89.47368421052632,"2,727"
P.J. Washington,Charlotte Hornets,PF,78,76.53061224489795,75.51020408163265,61.224489795918366,82.65306122448979,76.53061224489795,78.57142857142857,81.63265306122449,77.55102040816327,76.53061224489795,76.53061224489795,69.38775510204081,70.40816326530613,86.73469387755102,81.63265306122449,80.61224489795919,70.40816326530613,75.51020408163265,66.3265306122449,81.63265306122449,63.265306122448976,66.3265306122449,70.40816326530613,61.224489795918366,81.63265306122449,60.204081632653065,56.12244897959184,71.42857142857143,64.28571428571429,61.224489795918366,46.93877551020408,61.224489795918366,63.265306122448976,53.06122448979592,50.0,81.63265306122449,68.36734693877551,65.3061224489796,63.265306122448976,40.816326530612244,62.244897959183675,51.02040816326531,72.44897959183673,100.0,83.6734693877551,"2,604"
Jalen McDaniels,Charlotte Hornets,PF,74,73.46938775510205,78.57142857142857,71.42857142857143,78.57142857142857,72.44897959183673,76.53061224489795,61.224489795918366,75.51020408163265,74.48979591836735,74.48979591836735,61.224489795918366,74.48979591836735,81.63265306122449,81.63265306122449,81.63265306122449,63.265306122448976,68.36734693877551,61.224489795918366,66.3265306122449,63.265306122448976,69.38775510204081,60.204081632653065,51.02040816326531,69.38775510204081,57.142857142857146,56.12244897959184,63.265306122448976,70.40816326530613,60.204081632653065,36.734693877551024,53.06122448979592,60.204081632653065,56.12244897959184,43.87755102040816,62.244897959183675,61.224489795918366,56.12244897959184,51.02040816326531,35.714285714285715,58.16326530612245,52.04081632653061,64.28571428571429,100.0,76.53061224489795,"2,434"
Vernon Carey Jr.,Charlotte Hornets,PF,72,81.52173913043478,91.30434782608695,79.34782608695652,68.47826086956522,80.43478260869566,100.0,70.65217391304348,77.17391304347827,53.26086956521739,53.26086956521739,90.21739130434783,78.26086956521739,89.1304347826087,86.95652173913044,92.3913043478261,75.0,61.95652173913044,86.95652173913044,76.08695652173913,75.0,67.3913043478261,72.82608695652173,84.78260869565217,73.91304347826087,43.47826086956522,42.391304347826086,47.82608695652174,40.21739130434783,56.52173913043478,29.347826086956523,56.52173913043478,71.73913043478261,39.130434782608695,32.608695652173914,88.04347826086956,47.82608695652174,67.3913043478261,56.52173913043478,48.91304347826087,69.56521739130434,56.52173913043478,82.6086956521739,70.65217391304348,82.6086956521739,"2,386"
J.T. Thor,Charlotte Hornets,PF,70,76.47058823529412,83.52941176470588,82.3529411764706,81.17647058823529,87.05882352941177,76.47058823529412,47.05882352941177,91.76470588235294,98.82352941176471,98.82352941176471,58.8235294117647,96.47058823529412,100.0,94.11764705882354,94.11764705882354,76.47058823529412,82.3529411764706,64.70588235294117,82.3529411764706,78.82352941176471,77.6470588235294,80.0,52.94117647058823,94.11764705882354,75.29411764705883,76.47058823529412,70.58823529411765,81.17647058823529,77.6470588235294,72.94117647058823,72.94117647058823,76.47058823529412,74.11764705882354,70.58823529411765,80.0,75.29411764705883,72.94117647058823,72.94117647058823,58.8235294117647,67.05882352941177,58.8235294117647,75.29411764705883,52.94117647058823,90.58823529411765,"2,507"
Arnoldas Kulboka,Charlotte Hornets,PF,69,84.70588235294117,84.70588235294117,82.3529411764706,94.11764705882354,94.11764705882354,82.3529411764706,70.58823529411765,78.82352941176471,72.94117647058823,72.94117647058823,52.94117647058823,87.05882352941177,94.11764705882354,76.47058823529412,94.11764705882354,60.0,82.3529411764706,47.05882352941177,76.47058823529412,41.1764705882353,44.705882352941174,35.294117647058826,52.94117647058823,100.0,63.529411764705884,63.529411764705884,80.0,65.88235294117646,64.70588235294117,44.705882352941174,55.294117647058826,57.64705882352941,63.529411764705884,54.11764705882353,43.529411764705884,63.529411764705884,61.1764705882353,47.05882352941177,47.05882352941177,63.529411764705884,50.588235294117645,76.47058823529412,58.8235294117647,90.58823529411765,"2,186"
DeMar DeRozan,Chicago Bulls,PF,88,88.77551020408163,93.87755102040816,94.89795918367346,68.36734693877551,90.81632653061224,86.73469387755102,100.0,87.75510204081633,83.6734693877551,83.6734693877551,74.48979591836735,89.79591836734694,100.0,86.73469387755102,92.85714285714286,79.59183673469387,88.77551020408163,56.12244897959184,85.71428571428571,66.3265306122449,79.59183673469387,88.77551020408163,71.42857142857143,95.91836734693878,80.61224489795919,76.53061224489795,84.6938775510204,81.63265306122449,80.61224489795919,78.57142857142857,64.28571428571429,51.02040816326531,74.48979591836735,41.83673469387755,40.816326530612244,77.55102040816327,75.51020408163265,83.6734693877551,66.3265306122449,44.89795918367347,35.714285714285715,54.08163265306123,71.42857142857143,88.77551020408163,"2,883"
Patrick Williams,Chicago Bulls,PF,74,86.36363636363636,89.77272727272727,96.5909090909091,92.04545454545455,82.95454545454545,79.54545454545455,73.86363636363636,85.22727272727273,79.54545454545455,79.54545454545455,72.72727272727273,87.5,100.0,85.22727272727273,92.04545454545455,62.5,77.27272727272727,68.18181818181819,73.86363636363636,50.0,47.72727272727273,45.45454545454545,45.45454545454545,90.9090909090909,65.9090909090909,68.18181818181819,79.54545454545455,72.72727272727273,70.45454545454545,36.36363636363637,76.13636363636364,79.54545454545455,86.36363636363636,52.27272727272727,68.18181818181819,84.0909090909091,90.9090909090909,73.86363636363636,73.86363636363636,60.22727272727273,48.86363636363637,70.45454545454545,79.54545454545455,94.31818181818181,"2,499"
Derrick Jones Jr.,Chicago Bulls,PF,74,74.46808510638297,81.91489361702128,69.14893617021276,81.91489361702128,68.08510638297872,81.91489361702128,63.829787234042556,84.04255319148936,81.91489361702128,80.85106382978724,62.765957446808514,98.93617021276596,88.29787234042553,95.74468085106383,82.97872340425532,71.27659574468085,78.72340425531915,90.42553191489361,100.0,42.5531914893617,39.361702127659576,52.12765957446808,70.2127659574468,95.74468085106383,58.51063829787234,69.14893617021276,72.34042553191489,64.8936170212766,57.4468085106383,30.851063829787233,61.702127659574465,63.829787234042556,62.765957446808514,44.680851063829785,80.85106382978724,75.53191489361703,63.829787234042556,72.34042553191489,31.914893617021278,56.38297872340426,58.51063829787234,54.255319148936174,85.1063829787234,79.7872340425532,"2,515"
Alize Johnson,Chicago Bulls,PF,74,74.44444444444444,75.55555555555556,80.0,76.66666666666667,82.22222222222223,94.44444444444444,38.888888888888886,74.44444444444444,60.0,61.111111111111114,66.66666666666667,58.888888888888886,88.88888888888889,88.88888888888889,94.44444444444444,70.0,80.0,77.77777777777777,77.77777777777777,63.333333333333336,60.0,71.11111111111111,44.44444444444444,88.88888888888889,64.44444444444444,71.11111111111111,75.55555555555556,55.55555555555556,72.22222222222223,46.666666666666664,60.0,71.11111111111111,48.888888888888886,45.55555555555556,68.88888888888889,71.11111111111111,70.0,61.111111111111114,38.888888888888886,100.0,100.0,98.88888888888889,94.44444444444444,82.22222222222223,"2,432"
Ed Davis,Chicago Bulls,PF,73,54.44444444444444,82.22222222222223,57.77777777777778,27.77777777777778,68.88888888888889,55.55555555555556,33.333333333333336,80.0,72.22222222222223,42.22222222222222,86.66666666666667,83.33333333333333,88.88888888888889,94.44444444444444,90.0,66.66666666666667,66.66666666666667,83.33333333333333,76.66666666666667,66.66666666666667,63.333333333333336,61.111111111111114,46.666666666666664,70.0,47.77777777777778,35.55555555555556,50.0,42.22222222222222,66.66666666666667,42.22222222222222,65.55555555555556,74.44444444444444,44.44444444444444,70.0,85.55555555555556,60.0,74.44444444444444,61.111111111111114,55.55555555555556,98.88888888888889,100.0,96.66666666666667,44.44444444444444,85.55555555555556,"2,256"
Tyler Cook,Chicago Bulls,PF,71,72.94117647058823,90.58823529411765,78.82352941176471,35.294117647058826,56.470588235294116,96.47058823529412,82.3529411764706,88.23529411764706,81.17647058823529,78.82352941176471,77.6470588235294,91.76470588235294,94.11764705882354,94.11764705882354,98.82352941176471,71.76470588235294,70.58823529411765,88.23529411764706,82.3529411764706,67.05882352941177,58.8235294117647,58.8235294117647,58.8235294117647,84.70588235294117,60.0,49.411764705882355,75.29411764705883,57.64705882352941,76.47058823529412,38.8235294117647,52.94117647058823,69.41176470588235,47.05882352941177,41.1764705882353,29.41176470588235,57.64705882352941,64.70588235294117,64.70588235294117,47.05882352941177,82.3529411764706,82.3529411764706,82.3529411764706,100.0,83.52941176470588,"2,289"
Marko Simonović,Chicago Bulls,PF,70,85.88235294117646,91.76470588235294,82.3529411764706,87.05882352941177,91.76470588235294,100.0,64.70588235294117,74.11764705882354,54.11764705882353,54.11764705882353,64.70588235294117,69.41176470588235,91.76470588235294,94.11764705882354,94.11764705882354,80.0,82.3529411764706,82.3529411764706,76.47058823529412,76.47058823529412,78.82352941176471,78.82352941176471,74.11764705882354,88.23529411764706,56.470588235294116,67.05882352941177,57.64705882352941,44.705882352941174,68.23529411764706,43.529411764705884,57.64705882352941,64.70588235294117,52.94117647058823,41.1764705882353,75.29411764705883,43.529411764705884,64.70588235294117,76.47058823529412,41.1764705882353,81.17647058823529,81.17647058823529,81.17647058823529,47.05882352941177,87.05882352941177,"2,308"
Evan Mobley,Cleveland Cavaliers,PF,82,74.19354838709677,88.17204301075269,77.41935483870968,65.59139784946237,75.26881720430107,69.89247311827957,69.89247311827957,83.87096774193549,77.41935483870968,77.41935483870968,73.11827956989248,87.09677419354838,94.6236559139785,91.39784946236558,86.02150537634408,80.64516129032258,86.02150537634408,91.39784946236558,86.02150537634408,81.72043010752688,66.66666666666667,75.26881720430107,69.89247311827957,91.39784946236558,67.74193548387096,72.04301075268818,64.51612903225806,70.96774193548387,69.89247311827957,62.365591397849464,73.11827956989248,79.56989247311827,66.66666666666667,55.913978494623656,90.3225806451613,74.19354838709677,80.64516129032258,55.913978494623656,80.64516129032258,84.94623655913979,86.02150537634408,83.87096774193549,43.01075268817204,100.0,"2,714"
Kevin Love,Cleveland Cavaliers,PF,78,84.375,91.66666666666667,72.91666666666667,83.33333333333333,84.375,88.54166666666667,83.33333333333333,76.04166666666667,68.75,39.583333333333336,80.20833333333333,72.91666666666667,91.66666666666667,100.0,80.20833333333333,79.16666666666667,75.0,78.125,52.083333333333336,80.20833333333333,88.54166666666667,88.54166666666667,76.04166666666667,93.75,60.416666666666664,67.70833333333333,54.166666666666664,34.375,80.20833333333333,64.58333333333333,56.25,71.875,52.083333333333336,42.708333333333336,33.333333333333336,56.25,78.125,59.375,52.083333333333336,68.75,41.666666666666664,94.79166666666667,41.666666666666664,86.45833333333333,"2,574"
Lauri Markkanen,Cleveland Cavaliers,PF,78,91.11111111111111,98.88888888888889,78.88888888888889,90.0,93.33333333333333,100.0,83.33333333333333,74.44444444444444,70.0,66.66666666666667,67.77777777777777,68.88888888888889,94.44444444444444,64.44444444444444,88.88888888888889,83.33333333333333,75.55555555555556,77.77777777777777,77.77777777777777,81.11111111111111,82.22222222222223,82.22222222222223,91.11111111111111,94.44444444444444,57.77777777777778,61.111111111111114,72.22222222222223,46.666666666666664,77.77777777777777,33.333333333333336,58.888888888888886,73.33333333333333,54.44444444444444,41.111111111111114,55.55555555555556,61.111111111111114,73.33333333333333,60.0,50.0,63.333333333333336,44.44444444444444,82.22222222222223,100.0,90.0,"2,524"
Cedi Osman,Cleveland Cavaliers,PF,74,77.6470588235294,81.17647058823529,87.05882352941177,84.70588235294117,91.76470588235294,70.58823529411765,47.05882352941177,85.88235294117646,83.52941176470588,82.3529411764706,69.41176470588235,82.3529411764706,100.0,94.11764705882354,88.23529411764706,65.88235294117646,89.41176470588235,54.11764705882353,71.76470588235294,44.705882352941174,68.23529411764706,60.0,45.88235294117647,88.23529411764706,83.52941176470588,88.23529411764706,88.23529411764706,81.17647058823529,82.3529411764706,77.6470588235294,74.11764705882354,76.47058823529412,89.41176470588235,57.64705882352941,43.529411764705884,89.41176470588235,82.3529411764706,76.47058823529412,76.47058823529412,55.294117647058826,44.705882352941174,65.88235294117646,58.8235294117647,84.70588235294117,"2,421"
